,Customer ID,Cust Since,City,Zip
1085,FICJ,2000-10-05,STILWELL,66085
1086,FICK,2013-05-16,KANSAS CITY,64151
1087,FIDE,2006-12-15,OVERLAND PARK,66209
1088,FIELD,2004-04-28,SHAWNEE,66216
1089,FIFT,2006-06-12,LEAWOOD,66209
1090,FILB,2015-05-21,OVERLAND PARK,66202
1091,FING,2009-10-05,OVERLAND PARK,66223
1092,FINJ,2002-02-14,LEAWOOD,66224
1093,FINK,2008-07-29,LEAWOOD,66209
1094,FINL,2015-11-25,PRAIRIE VILLAGE,66207
1095,FINN,2008-05-13,KANSAS CITY,64151
1096,FIORE,2013-05-14,LEAWOOD,66224
1097,FIORI,2003-05-27,STILWELL,66085
1098,FISCG,2001-12-11,LEAWOOD,66206
1099,FISCH,2004-05-03,LEAWOOD,66209
1100,FISCP,2007-04-06,PRAIRIE VILLAGE,66208
1101,FISCS,2007-10-19,KANSAS CITY,64152
1102,FISH,2009-05-21,OVERLAND PARK,66215
1103,FISHC,2010-09-24,MISSION,66202
1104,FISJ,2017-01-30,SHAWNEE,66218
1105,FISM,1998-11-24,LEAWOOD,66211
1106,FISP,1998-01-10,OVERLAND PARK,66210
1107,FIST,2008-09-02,SHAWNEE,66216
1108,FISW,2000-04-03,SHAWNEE MISSION,66218
1109,FITHB,2003-03-13,PRAIRIE VILLAGE,66207
1110,FITHS,2004-07-13,KANSAS CITY,64113
1111,FITNESS,2008-12-16,OVERLAND PARK,66207
1112,FITZ,2011-09-06,LEAWOOD,66209
1113,FLAS,2015-11-10,OVERLAND PARK,66223
1114,FLAT,2012-08-24,OVERLAND PARK,66213
1115,FLEE,2010-11-12,SHAWNEE,66218
1116,FLEL,1998-08-22,SHAWNEE,66216
1117,FLEMD,2003-05-27,OVERLAND PARK,66221
1118,FLEMJ,2010-05-03,OVERLAND PARK,66213
1119,FLETC,2004-05-13,OVERLAND PARK,66210
1120,FLETK,2013-09-17,SHAWNEE,66218
1121,FLETS,2003-08-11,KANSAS CITY,64145
1122,FLETV,2008-07-10,PRAIRIE VILLAGE,66208
1123,FLEV,2010-07-20,LEAWOOD,66209
1124,FLINB,2003-04-07,OVERLAND PARK,66223
1125,FLING,2009-11-18,SHAWNEE,66218
1126,FLINS,2004-05-04,OVERLAND PARK,66207
1127,FLOOR,2006-03-03,LENEXA,66214
1128,FLORIE,2009-06-18,OVERLAND PARK,66213
1129,FLORJ,2003-08-15,OLATHE,66062
1130,FLUR,2005-06-21,OVERLAND PARK,66213
1131,FOGLE,2004-07-02,OVERLAND PARK,66223
1132,FOLJ,1998-01-10,STILWELL,66085
1133,FOLR,2005-02-04,PRAIRIE VILLAGE,66208
1134,FONG,2012-10-26,OVERLAND PARK,66213
1135,FONT,2005-06-16,MISSION,66202
1136,FONTJ,2021-10-22,OVERLAND PARK,66213
1137,FOOS,2007-07-10,MISSION,66208
1138,FORB,2015-06-24,SHAWNEE,66216
1139,FORD,2000-08-02,OVERLAND PARK,66224
1140,FORDB,2008-06-12,OVERLAND PARK,66210
1141,FORDC,2003-04-02,OVERLAND PARK,66221
1142,FORE,2006-07-12,PRAIRIE VILLAGE,66208
1143,FORM,2018-10-10,OVERLAND PARK,66213
1144,FORP,2018-01-02,KANSAS CITY,64117
1145,FORT,2005-06-22,OVERLAND PARK,66214
1146,FOTH,2009-04-29,LEE'S SUMMIT,64086
1147,FOTO,2005-04-20,OLATHE,66062
1148,FOUN,2009-10-06,OVERLAND PARK,66221
1149,FOUR,2015-10-21,LENEXA,66215
1150,FOWLC,2003-04-14,OVERLAND PARK,66212
1151,FOWR,2000-03-03,LEES SUMMIT,64064
1152,FOXD,2003-05-09,LENEXA,66220
1153,FOXF,2009-07-13,OVERLAND PARK,66210
1154,FOXJR,2009-07-23,OVERLAND PARK,66210
1155,FOXP,2015-01-15,OLATHE,66063
1156,FRAD,1998-05-19,SHAWNEE,66226
1157,FRAF,2003-01-13,LENEXA,66219
1158,FRANC,2004-09-20,SHAWNEE,66216
1159,FRAND,2003-04-07,LENEXA,66215
1160,FRANF,2002-07-23,LENEXA,66215-1711
1161,FRANK,2009-04-24,KANSAS CITY,64113
1162,FRANKE,2018-03-06,LEAWOOD,66224
1163,FRANKG,2005-06-30,OVERLAND PARK,66213
1164,FRANKS,2008-07-15,FAIRWAY,66205
1165,FRANO,2008-10-02,KANSAS CITY,64113
1166,FRANP,2001-09-16,OVERLAND PARK,66210
1167,FRANZ,2016-11-09,,
1168,FRAZ,2005-10-21,OVERLAND PARK,66223-3244
1169,FREB,2009-06-29,PRAIRIE VILLAGE,66207
1170,FREE,2006-04-21,LEAWOOD,66211
1171,FREI,2015-09-22,LEAWOOD,66221
1172,FRENCH,2005-07-05,KANSAS CITY,64145
1173,FREND,2003-11-17,OLATHE,66061
1174,FRES,2015-03-18,KANSAS CITY,66102
1175,FREY,2019-04-18,STILWELL,66085
1176,FRICK,2008-10-30,LENEXA,66219
1177,FRID,2006-04-13,OVERLAND PARK,66213
1178,FRIEA,2003-03-17,LENEXA,66220
1179,FRIEH,2017-07-05,SHAWNEE,66226
1180,FRIES,2006-01-05,OLATHE,66061
1181,FRIS,2014-11-25,OLATHE,66061
1182,FRON,2019-05-10,OLATHE,66062
1183,FRY,2007-08-09,OLATHE,66051
1184,FRYW,2009-12-21,LENEXA,66219
1185,FUHL,2009-07-23,LEAWOOD,66206
1186,FUHR,2006-06-12,SHAWNEE,66216
1187,FULEC,2004-08-05,OLATHE,66062
1188,FULL,2009-11-09,OVERLAND PARK,66223
1189,FUQU,2013-06-20,INMAN,67546
1190,GAAB,2005-05-05,OVERLAND PARK,66223
1191,GABE,2015-09-28,,
1192,GABR,2008-07-18,SHEBOYGAN,53083
1193,GAD,2009-05-14,OLATHE,66061
1194,GAFF,2008-06-17,LEAWOOD,66209
1195,GAHA,2009-10-14,PRAIRIE VILLAGE,66208
1196,GAIZV,2003-06-26,OVERLAND PARK,66207
1197,GALE,2007-06-15,KANSAS CITY,64108
1198,GALL,2008-03-24,OVERLAND PARK,66221
1199,GALLL,2009-06-04,OVERLAND PARK,66221
1200,GALV,2006-08-07,SHAWNEE,66226
1201,GAMJ,2005-07-08,OVERLAND PARK,66223
1202,GAMP,2019-10-29,OVERLAND PARK,66223
1203,GANH,2017-07-21,OVERLAND PARK,66213
1204,GANN,2005-08-09,LENEXA,66219
1205,GARC,2013-04-03,OVERLAND PARK,66221
1206,GARD,2007-05-02,KANSAS CITY,64112
1207,GARDB,2012-04-24,OVERLAND PARK,66223
1208,GARDJ,2017-06-13,OVERLAND PARK,66210
1209,GARJ,2001-06-26,KANSAS CITY,64130
1210,GARN,2004-08-30,KANSAS CITY,64118
1211,GARR,2011-06-20,OVERLAND PARK,66209
1212,GARRD,2011-12-01,LENEXA,66219
1213,GARS,2001-06-26,KANSAS CITY,64145
1214,GART,2006-09-08,OVERLAND PARK,66213
1215,GARTR,2009-10-30,OLATHE,66062
1216,GARV,2011-04-14,LEES SUMMIT,64064
1217,GARWJ,2001-09-20,LEAWOOD,66211
1218,GASCONY,2009-05-12,OVERLAND PARK,66212
1219,GATE,2015-04-03,LEAWOOD,66209
1220,GATH,2005-06-03,LEAWOOD,66224
1221,GATOR,2007-06-14,KANSAS CITY,64108
1222,GAUG,2009-04-29,OVERLAND PARK,66221
1223,GEBBI,2005-10-06,STILLWELL,66085
1224,GEGG,2016-11-08,LEAWOOD,66209
1225,GEIE,1999-09-21,OVERLAND PARK,66210
1226,GEIG,2007-05-24,OVERLAND PARK,66223
1227,GELB,2003-07-31,KANSAS CITY,64113
1228,GELL,2006-10-30,OVERLAND PARK,66212
1229,GEND,2003-02-07,LEAWOOD,66224
1230,GENE,2009-12-30,KANSAS CITY,66106
1231,GENEVA,2008-12-16,MISSION,66202
1232,GENEVA1,2010-04-20,MISSION,66202
1233,GENEVA2,2009-03-19,MISSION,66202
1234,GENEVA3,2009-04-09,MISSION,66202
1235,GENTD,2020-07-28,OVERLAND PARK,66223
1236,GEOC,1999-07-21,OVERLAND PARK,66221
1237,GERA,2016-11-08,OVERLAND PARK,66221
1238,GERD,1998-01-10,OVERLAND PARK,66212
1239,GERL,2006-06-13,LAKE QUIVIRA,66217
1240,GERV,2007-11-28,SHAWNEE,66226
1241,GHAR,2004-04-28,LEAWOOD,66224
1242,GIBBS,2020-11-03,Leawood,66206
1243,GIBS,2015-10-19,LEAWOOD,66206
1244,GIELE,2003-06-23,MISSION HILLS,66208
1245,GIER,2017-03-27,OVERLAND PARK,66221
1246,GIESJ,2006-03-14,OVERLAND PARK,66210
1247,GILB,2006-11-13,SHAWNEE,66226
1248,GILC,2019-06-04,LEAWOOD,66208
1249,GILC-12480,2014-04-28,LEAWOOD,66208
1250,GILC-1542,2019-07-08,LEAWOOD,66208
1251,GILC-5960,2008-07-21,LEAWOOD,66208
1252,GILC-6750,2008-07-21,LEAWOOD,66208
1253,GILCG,2019-09-12,PRAIRIE VILLAGE,66208
1254,GILE,2018-09-05,OVERLAND PARK,66210
1255,GILG,2007-07-30,OVERLAND PARK,66210
1256,GILLA,2003-07-25,LEAWOOD,66206
1257,GILLC,2004-03-18,MASON,45040
1258,GILLK,2005-04-02,OVERLAND PARK,66062
1259,GILLS,2004-09-27,OVERLAND PARK,66224
1260,GILMK,2003-02-25,LEAWOOD,66224
1261,GING,2018-03-16,SHAWNEE,66226
1262,GLASG,2009-04-02,LENEXA,66220
1263,GLASS,2005-05-18,OVERLAND PARK,66223
1264,GLES,2019-06-20,OVERLAND PARK,66213
1265,GLOTJ,2003-12-15,OVERLAND PARK,66221
1266,GOBJ,1999-06-08,MISSION HILLS,66208
1267,GOD,2007-04-24,LEE'S SUMMIT,64082
1268,GOEBL,2003-03-24,LENEXA,66220
1269,GOET,2020-02-06,MISSION HILLS,66208
1270,GOFF,2015-04-10,LEAWOOD,66209
1271,GOLDE,2013-06-18,RICHMOND,66080
1272,GOLDJ,2008-07-07,OVERLAND PARK,66209
1273,GOLDM,2010-05-05,LEAWOOD,66209
1274,GOLDS,2003-09-12,LEAWOOD,66209
1275,GOLU,2017-05-22,OVERLAND PARK,66207
1276,GOME,2008-03-26,KANSAS CITY,64131
1277,GONAS,2003-10-28,OVERLAND PARK,66221
1278,GOOD,1998-01-10,LEAWOOD,66207
1279,GOODM,2005-08-02,LEAWOOD,66209
1280,GOODS,2009-11-09,SHAWNEE,66216
1281,GOOG,1998-01-10,SHAWNEE,66218
1282,GORDL,2008-04-28,LENEXA,66219
1283,GORDM,2004-03-12,SHAWNEE,66218
1284,GORS,2008-10-21,OVERLAND PARK,66210
1285,GOSG,2003-01-13,MISSION,66202
1286,GOTT,2011-10-13,PRAIRIE VILLAGE,66208
1287,GOTTL,2014-05-19,LEAWOOD,66207
1288,GOTTS,2017-04-11,PRAIRIE VILLAGE,66208
1289,GOUL,2011-10-10,STILLWELL,66085
1290,GRAB,2006-07-06,OVERLAND PARK,66085
1291,GRAG,2006-04-13,LEAWOOD,66209
1292,GRAH,2005-08-09,OVERLAND PARK,66223
1293,GRAHA,2011-01-31,OVERLAND PARK,66223
1294,GRAHAM,2011-11-22,Lenexa,66220
1295,GRAHJ,2008-03-20,OVERLAND PARK,66221
1296,GRAHT,2005-11-22,OVERLAND PARK,66223
1297,GRAJ,2000-05-19,OVERLAND PARK,66213
1298,GRAL,2000-08-14,OLATHE,66061
1299,GRANA,2003-06-04,OVERLAND PARK,66223
1300,GRANN,2015-01-14,CHESTERFIELD,63017
1301,GRANP,2004-08-26,OVERLAND PARK,66213
1302,GRANT,2013-05-03,OVERLAND PARK,66213
1303,GRASS,2004-06-03,BUCYRUS,66013
1304,GRAT,2005-11-04,OVERLAND PARK,66223
1305,GRAVD,2005-07-27,KANSAS CITY,64110
1306,GRAVJ,2006-12-15,OVERLAND PARK,66213
1307,GRAVW,2004-07-27,LEAWOOD,66224
1308,GRAYB,2009-03-13,OLATHE,66061
1309,GRAYC,2014-04-01,LENEXA,66215
1310,GRAYJ,2003-04-28,MISSION HILLS,66208
1311,GRAYR,2003-03-20,PECULIAR,64078
1312,GREA,2010-06-21,DESOTO,66018
1313,GREAT,2011-06-29,SPRINGFIELD,65801
1314,GREEB,2003-05-13,SPRINGHILL,66083
1315,GREED,2003-04-18,OLATHE,66062
1316,GREEN,2006-04-14,LEAWOOD,66224
1317,GREENB,2007-08-15,STILLWELL,66085
1318,GREER,2006-07-13,LENEXA,66220
1319,GREGJ,2004-01-15,OLATHE,66062
1320,GREJ,2018-06-04,LEAWOOD,66209
1321,GREMB,2003-07-25,OVERLAND PARK,66209
1322,GRES,2013-06-10,PRAIRIE VILLAGE,66208
1323,GRID,2000-08-14,OVERLAND PARK,66213
1324,GRIFF,2008-02-12,LEES SUMMIT,64081
1325,GRIFFM,2009-06-25,SHAWNEE,66216
1326,GRIFFS,2021-03-24,PRAIRIE VILLAGE,66207
1327,GRIFK,2008-06-30,GARDNER,66030
1328,GRIFP,2003-11-14,OVERLAND PARK,66207
1329,GRIMA,2009-07-30,OLATHE,66061
1330,GRIMJ,2004-05-13,OVERLAND PARK,66221
1331,GRMW,2003-08-18,RAYMORE,64083
1332,GROG,2018-10-26,LEAWOOD,66206
1333,GROSK,2005-01-24,OVERLAND PARK,66208
1334,GROSS,2008-07-25,SHAWNEE,66216
1335,GROVC,2009-06-01,OVERLAND PARK,66210
1336,GROVJ,2003-10-08,OVERLAND PARK,66223
1337,GROVT,2010-08-23,LEAWOOD,66224
1338,GRUB,2008-07-31,SHAWNEE,66226
1339,GRUM,2010-08-31,SHAWNEE,66216
1340,GRUS,2006-11-09,SHAWNEE,66226
1341,GUDE,2005-03-24,SHAWNEE,66226
1342,GUDG,2007-11-05,INDEPENDENCE,64055
1343,GUENJ,2004-06-09,SHAWNEE MISSION,66221
1344,GUEZ,2014-05-16,LOCH LLOYD,64012
1345,GUIC,2004-07-26,Lake Ozark,65049
1346,GUINOTTE,2008-07-21,KANSAS CITY,64108
1347,GULLM,2004-08-02,KANSAS CITY,64113
1348,GUNG,1998-10-07,LEAWOOD,66209
1349,GUNN,2006-08-18,OVERLAND PARK,66223
1350,GUNNB,2008-07-18,OVERLAND PARK,66214
1351,GUNT,2005-07-05,OVERLAND PARK,66221
1352,GUNTR,2008-06-20,OLATHE,66062
1353,GUNTV,2010-06-21,LEAWOOD,66209
1354,GUTS,2011-06-01,OVERLAND PARK,66210
1355,GUZMD,2019-12-12,Overland Park,66213
1356,H&S,2008-10-21,LEAWOOD,66224
1357,HAAL,2019-03-26,LENEXA,66215
1358,HAAS,2007-04-20,OVERLAND PARK,66212
1359,HAASL,2011-04-14,OLATHE,66061
1360,HAAT,2008-05-13,OLATHE,66061
1361,HACK,2017-07-11,LENEXA,66215
1362,HACO,2004-10-22,LOUISBERG,66053
1363,HADE,2007-04-05,SHAWNEE,66226
1364,HADL,2011-01-13,WINDSOR,65360
1365,HADLE,2014-02-28,STILLWELL,66085
1366,HAEFJ,2005-07-18,MERRIAM,66203
1367,HAEU,2014-06-03,OVERLAND PARK,66212
1368,HAGA,2007-11-19,OVERLAND PARK,66213
1369,HAGAN,2017-07-14,OVERLAND PARK,66221
1370,HAGD,2005-05-20,SHAWNEE,66218
1371,HAGJ,2000-11-01,KANSAS CITY,64116-1669
1372,HAILB,2004-10-27,OVERLAND PARK,66212
1373,HAILR,2020-06-30,LEAWOOD,66209
1374,HAKE,2007-04-24,RAYTOWN,64133
1375,HALG,2006-09-18,OLATHE,66061
1376,HALJ,2017-08-01,OVERLAND PARK,66207
1377,HALLR,2005-03-17,OVERLAND PARK,66214
1378,HALLT,1999-10-27,SHAWNEE,66216
1379,HAMB,2016-11-09,SHAWNEE,66218
1380,HAMIB,2004-04-20,SHAWNEE,66216
1381,HAMIL,2009-04-27,BUCYRUS,66013
1382,HAMIP,2014-04-16,SHAWNEE,66226
1383,HAMJ,2006-12-11,SHAWNEE,66218
1384,HAMM,2005-10-25,LENEXA,66219
1385,HAMML,2020-06-29,ROELAND PARK,66205
1386,HAMP,2015-05-21,OVERLAND PARK,66225
1387,HAMR,2012-06-08,OVERLAND PARK,66213
1388,HAMS,2017-03-30,BONNER SPRINGS,66012
1389,HANB,2003-05-12,PRAIRIE VILLAGE,66208
1390,HANCA,2004-12-29,LEAWOOD,66209
1391,HAND,2005-04-02,OLATHE,66061
1392,HANEC,2005-09-27,LEAWOD,66
1393,HANJ,2001-11-06,KANSAS CITY,64113
1394,HANK,2006-06-12,LUTZ,33559
1395,HANN,2010-09-20,OVERLAND PARK,66223
1396,HANU,2015-07-23,OLATHE,66061
1397,HANUL,2020-07-14,ROELAND PARK,66205
1398,HANY,2005-06-03,OVERLAND PARK,66221
1399,HARA,2005-01-24,SHAWNEE,66226
1400,HARB,1998-08-20,OVERLAND PARK,66209
1401,HARD,2005-06-20,SHAWNEE,66226
1402,HARDK,2011-04-15,LEAWOOD,66206
1403,HARDM,2008-04-03,OLATHE,66061
1404,HARF,2012-08-27,SHAWNEE,66203
1405,HARG,2006-01-17,LEAWOOD,66209
1406,HARGR,2013-06-20,SHAWNEE,66217
1407,HARK,2007-04-06,OVERLAND PARK,66221
1408,HARKC,2008-08-25,SHAWNEE,66203
1409,HARL,1998-01-11,OVERLAND PARK,66213
1410,HARM,2007-11-06,OVERLAND PARK,66213
1411,HARMA,2008-03-04,OLATHE,66061
1412,HARN,2011-06-16,OVERLAND PARK,66210
1413,HARPG,2012-07-20,LENEXA,66219
1414,HARPO,2006-08-31,KANSAS CITY,64111
1415,HARR,2020-04-23,OLATHE,66062
1416,HARRB,2018-04-10,PRAIRIE VILLAGE,66207
1417,HARRC,2020-08-31,Shawnee,66216
1418,HARRD,2015-07-20,PRAIRIE VILLAGE,66208
1419,HARRF,2014-06-03,OVERLAND PARK,66207
1420,HARRI,2008-06-06,SHAWNEE,66226
1421,HARRK,2012-11-28,OVERLAND PARK,66213
1422,HARRL,2003-07-01,SHAWNEE,66226
1423,HARRM,2009-08-07,LEAWOOD,66209
1424,HARS,2011-06-30,OVERLAND PARK,66224
1425,HART,2009-06-11,OVERLAND PARK,66221
1426,HARTB,2016-11-08,OVERLAND PARK,66221
1427,HARTE,2019-08-16,SHAWNEE,66218
1428,HARTJ,2007-05-18,OVERLAND PARK,66221
1429,HARTM,2004-07-02,OVERLAND PARK,66207
1430,HARTMJ,2008-11-13,OVERLAND PARK,66223
1431,HARV,2013-07-08,OVERLAND PARK,66223
1432,HASD,2018-03-07,LEAWOOD,66206
1433,HASHN,2004-08-04,LENEXA,66215
1434,HASK,2006-04-26,LEE'S SUMMIT,64064
1435,HASL,2019-09-26,OVERLAND PARK,66210
1436,HASS,2011-09-12,OVERLAND PARK,66213
1437,HASSL,2015-08-31,MISSION HILLS,66208
1438,HAST,2005-05-18,LAKE QUIVIRA,66105
1439,HASTI,2010-07-15,LEAWOOD,66206
1440,HATAC,2003-03-31,OVERLAND PARK,66214
1441,HATJ,1998-01-05,OVERLAND PARK,66213
1442,HATLK,2020-01-10,OLATHE,66062-1614
1443,HATT,2011-03-25,OVERLAND PARK,66062
1444,HAUSD,2016-11-09,OVERLAND PARK,66204
1445,HAUSG,2011-10-10,OVERLAND PARK,66223
1446,HAUSL,2003-06-25,BELTON,64012
1447,HAVM,2005-09-07,OVERLAND PARK,66221
1448,HAWB,2009-05-28,GLADSTONE,64119
1449,HAWK,1998-01-11,OVERLAND PARK,66207
1450,HAWKDR,2010-01-15,KANSAS CITY,64114
1451,HAWKJ,2005-11-17,LENEXA,66215
1452,HAWKM,2004-07-22,LEAWOOD,66209
1453,HAWKS,2017-03-17,OVERLAND PARK,66213
1454,HAWT,1998-01-11,OVERLAND PARK,66213
1455,HAWTM,2004-12-09,OLATHE,66062
1456,HAYB,2001-06-26,PRAIRIE VILLAGE,66204
1457,HAYD,2011-04-04,POMONA,66076
1458,HAYEM,2004-10-21,OLATHE,66062
1459,HAYER,2004-11-01,OVERLAND PARK,66221
1460,HAYH,2016-11-09,MISSION HILLS,66208
1461,HAYNET,2004-04-05,SHAWNEE,66216-5150
1462,HAYS,2009-09-29,SHAWNEE,66218
1463,HAYSM,2020-04-29,Overland Park,66213
1464,HEAD,2008-07-21,LEAWOOD,66208
1465,HEADS,2010-06-16,OVERLAND PARK,66204
1466,HEAL,2010-08-09,KANSAS CITY,66109
1467,HEALJ,2011-04-11,PRAIRIE VILLAGE,66208
1468,HEAR,2015-07-20,OLATHE,66061
1469,HEART,2019-08-06,OLATHE,66062
1470,HEATA,2008-09-19,OVERLAND PARK,66213
1471,HEATD,2009-04-10,OVERLAND PARK,66209
1472,HEATH,2005-09-08,OLATHE,66062
1473,HEAVL,2002-12-23,SHAWNEE,66216
1474,HEBE,2008-09-19,SHAWNEE,66217
1475,HECK,2013-05-03,OLATHE,66061
1476,HEDGR,2003-07-29,LEAWOOD,66209
1477,HEDJ,2003-05-14,SHAWNEE,66216
1478,HEET,2016-11-09,OVERLAND PARK,66213
1479,HEFC,1999-09-29,SHAWNEE,66216
1480,HEFJ,2005-10-20,OVERLAND PARK,66221
1481,HEFN,2006-08-15,OVERLAND PARK,66221
1482,HEGE,2010-05-06,OVERLAND PARK,66223
1483,HEIJ,1998-01-11,OVERLAND PARK,66213
1484,HEIL,2007-06-07,OVERLAND PARK,66221
1485,HEILC,2016-11-09,LIBERTY,64068
1486,HEINJ,2004-06-03,KANSAS CITY,64113
1487,HEIR,2003-01-13,PARKVILLE,64152
1488,HEIT,2012-03-16,FAIRWAY,66205
1489,HEITC,2002-06-26,OVERLAND PARK,66213
1490,HEITM,2010-08-06,PARKVILLE,64152
1491,HEITY,2008-03-25,KANSAS CITY,64111
1492,HEITYL,2008-04-14,KANSAS CITY,64111
1493,HELLC,2003-05-21,OVERLAND PARK,66213
1494,HELLP,2003-07-07,OVERLAND PARK,66221
1495,HELS,2004-07-02,OVERLAND PARK,66215
1496,HELSJ,2006-04-11,LENEXA,66219
1497,HENB,2007-10-12,WESTWOOD,66205
1498,HENDB,2007-05-29,KANSAS CITY,64114
1499,HENDC,2003-06-23,OVERLAND PARK,66223
1500,HENDD,2011-05-26,KANSAS CITY,64154
1501,HENDJ,2008-08-21,FAIRWAY,66205
1502,HENDM,2003-06-03,OVERLAND PARK,66223
1503,HENDMA,2020-10-27,SHAWNEE,66226
1504,HENG,2009-04-13,OVERLAND PARK,66221
1505,HENN,2008-03-17,PRAIRIE VILLAGE,66208
1506,HENNJ,2008-08-12,OVERLAND PARK,66207
1507,HENS,2006-07-06,LEAWOOD,66206
1508,HENSL,2018-09-19,PRAIRIE VILLAGE,66208
1509,HERE,2006-07-12,LEAWOOD,66211
1510,HERI,2013-03-01,OVERLAND PARK,66223
1511,HERK,2007-05-04,OLATHE,66061
1512,HERR,2006-10-06,LENEXA,66220
1513,HERRG,2007-04-30,SHAWNEE,66226
1514,HESSA,2020-09-21,Leawood,66206
1515,HEYB,2000-06-21,KANSAS CITY,64113
1516,HEYW,2018-11-05,SHAWNEE,66226
1517,HICKJ,2003-08-05,OVERLAND PARK,66225
1518,HICKM,2002-08-07,OVERLAND PARK,66213-5038
1519,HICKR,2014-05-05,LEAWOOD,66224
1520,HICKS,2007-07-30,SHAWNEE,66216
1521,HICM,2018-06-27,OVERLAND PARK,66204
1522,HIEM,2008-10-30,OLATHE,66061
1523,HIES,2018-09-11,OVERLAND PARK,66212
1524,HIGG,2010-09-09,LENEXA,66220
1525,HIGH,2005-05-31,OVERLAND PARK,66221
1526,HIGHC,2013-07-01,OVERLAND PARK,66224
1527,HILE,2018-12-04,KANSAS CITY,64108
1528,HILKS,2003-04-04,PRAIRIE VILLAGE,66207
1529,HILLB,2005-05-14,KANSAS CITY,64145
1530,HILLH,2018-06-05,SHAWNEE,66216
1531,HILLJ,2004-11-10,OLATHE,66062
1532,HILLK,2013-07-16,PRAIRIE VILLAGE,66208
1533,HILLL,2008-07-15,INDEPENDENCE,64055
1534,HILLM,2004-07-07,OVERLAND PARK,66221
1535,HILLS,2002-09-25,OVERLAND PARK,66207
1536,HILLSA,2017-03-15,KANSAS CITY,64118
1537,HILLT,2010-07-13,OVERLAND PARK,66213
1538,HILLYS,2005-07-27,SHAWNEE,66217
1539,HILS,2002-04-22,OVERLAND PARK,66209
1540,HILT,2007-04-05,SHAWNEE,66226
1541,HIMD,2005-10-06,OVERLAND PARK,66210
1542,HINMB,2004-08-02,OVERLAND PARK,66213
1543,HINT/T2,2014-12-31,KANSAS CITY,64108
1544,HINTC,2004-12-27,LEAWOOD,66209
1545,HINZ,2007-05-09,SHAWNEE,66216
1546,HIPP,2005-06-27,OVERLAND PARK,66210
1547,HIPPS,2021-02-02,Lenexa,66220
1548,HIPS,2014-07-16,OLATHE,66061
1549,HITJ,2005-10-31,LEAWOOD,66208
1550,HLAV,2021-09-07,OVERLAND PARK,66221
1551,HLOB,2009-04-23,PRAIRIE VILLAGE,66208
1552,HOANM,2003-06-13,OLATHE,66061
1553,HOCK,2007-03-30,OVERLAND PARK,66221
1554,HOCKA,2013-02-15,LAKE WINNEBAGO,64034
1555,HODE,2005-06-13,SHAWNEE,66226
1556,HODJ,2001-01-08,KANSAS CITY,64113
1557,HODM,1998-08-17,OVERLAND PARK,66213
1558,HOE,2005-07-20,PROSPECT,40059
1559,HOFB,2009-10-30,OLATHE,66061
1560,HOFFD,2005-10-12,OVERLAND PARK,66221
1561,HOFFK,2005-03-28,SHAWNEE,66217
1562,HOFFT,2004-11-11,OVERLAND PARK,66221
1563,HOG,2006-09-08,LEAWOOD,66211
1564,HOJMM,2005-09-29,LEAWOOD,66209
1565,HOKAD,2004-08-19,OVERLAND PARK,66221
1566,HOLA,2001-12-21,MISSION HILLS,66208
1567,HOLBS,2002-06-04,STILWELL,66085
1568,HOLC,2017-03-15,OVERLAND PARK,66207
1569,HOLCE,2021-07-30,Fairway,66205
1570,HOLD,1999-09-23,OLATHE,66061
1571,HOLIB,2006-08-29,LEE'S SUMMIT,64081
1572,HOLIR,2003-03-21,LEE SUMMIT,64081
1573,HOLJ,1999-12-01,BUCYRUS,66013
1574,HOLL,1999-06-14,OVERLAND PARK,66215
1575,HOLLG,2003-05-16,OVERLAND PARK,66211
1576,HOLM,1999-04-05,BUCYRUS,66013
1577,HOLSJ,2000-05-22,OVERLAND PARK,66223
1578,HOLST,2016-11-09,LEAWOOD,66206
1579,HOLT,2009-10-22,SHAWNEE,66217
1580,HOLTC,2010-08-31,SHAWNEE,66216
1581,HOLTH,2011-09-16,OLATHE,66061
1582,HOLY,1998-01-11,OVERLAND PARK,66212
1583,HOLYC,1998-08-26,OVERLAND PARK,66212
1584,holyt,2008-01-21,OVERLAND PARK,66213
1585,HOME,2010-01-22,KANSAS CITY,64105
1586,HOMO,2015-11-30,KANSAS CITY,64105
1587,HOMS,2008-05-14,OVERLAND PARK,66207
1588,HONE,2000-06-21,LEAWOOD,66223
1589,HONEY,2005-03-15,STILWELL,66085
1590,HOOG,2013-04-09,SHAWNEE,66226
1591,HOOKP,2004-08-04,OLATHE,66062
1592,HOOV,2010-09-01,LEAWOOD,66209
1593,HOPK,2009-06-08,OVERLAND PARK,66221
1594,HORIZON,2002-12-20,SHAWNEE MISSION,66227
1595,HORN,2011-08-12,OVERLAND PARK,66213
1596,HORNB,2003-04-16,OVERLAND PARK,66207
1597,HORNBA,2011-11-28,LENEXA,66220
1598,HORNC,2004-11-18,LENEXA,66219-2601
1599,HORST,2005-11-28,OVERLAND PARK,66221
1600,HORT,2007-06-21,LEAWOOD,66206
1601,HORTT,2012-09-12,OVERLAND PARK,66223
1602,HOSI,2010-05-10,OVERLAND PARK,66213
1603,HOSS,2005-11-11,LENEXA,66214
1604,HOST,2006-03-09,OVERLAND PARK,66204
1605,HOTC,2006-06-02,MISSION HILLS,66208
1606,HOUSE,2007-02-16,KANSAS CITY,66106
